D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,33053,382,732,388,747,0,0,0,3,41
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,29870,501,841,515,846,0,330.8679352,17.0018314,2,42
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,39880,229,269,238,286,5,165.1016274,11.17416572,2,43
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,1436,797,1133,816,1141,10,240.0784957,12.76172756,2,44
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,38944,113,341,122,357,6,0,0,3,45
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45542,671,1573,681,1596,10,43.49023557,2.742215403,5,46
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44622,660,1696,665,1704,5,34.07472254,2.148533522,1,47
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,34943,0,838,11,843,5,0,0,3,48
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,13793,414,1067,422,1079,10,0,0,3,49
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,17396,312,1872,334,1885,10,0,0,3,50
D:/ETP trial survey/Jason's Computer/20191128/20191128_1/錄製_2019_11_28_07_43_03_380.mp4,48158,338,1617,345,1626,10,0,0,3,51
D:/ETP trial survey/Jason's Computer/20191128/20191128_7/錄製_2019_11_28_12_59_28_589.mp4,45957,727,188,742,212,10,0,0,3,52
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,33830,649,1388,674,1413,0,659.6187102,35.69336633,4,53
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,13463,600,114,619,125,10,0,0,3,54
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,29244,543,1929,550,1936,0,0,0,3,55
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,32252,719,1633,726,1644,10,465.8630748,28.86472698,4,56
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,37980,599,1305,604,1317,10,0,0,3,57
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,59018,537,1333,552,1358,10,34.26815124,2.107558362,1,58
D:/ETP trial survey/Jason's Computer/20191120/20191120_4/錄製_2019_11_20_11_12_52_295.mp4,21454,218,1859,222,1869,10,0,0,3,59
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,24110,427,291,433,301,10,259.1378788,16.04018735,2,60
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,36550,892,1912,900,1926,10,325.3209022,20.63559154,4,61
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,14145,723,567,742,574,10,531.456033,34.05438507,4,62
D:/ETP trial survey/Jason's Computer/20191128/20191128_7/錄製_2019_11_28_12_59_28_589.mp4,49009,890,1465,900,1473,10,0,0,3,63
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,43240,618,697,626,709,10,353.6235376,26.53697531,4,64
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,31769,527,1923,544,1954,10,255.090268,15.71422121,2,65
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45404,740,1519,750,1535,10,192.8007957,12.15678197,2,66
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,33482,537,1387,550,1397,0,73.91207404,4.65128868,5,67
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,33241,188,1159,196,1164,10,0,0,3,68
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,30024,550,749,567,760,0,80.36338484,5.11239547,5,69
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,36976,0,472,13,478,10,0,0,3,70
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,50776,437,1358,443,1363,5,0,0,3,71
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,43840,232,608,242,623,10,215.307361,13.57590167,2,72
D:/ETP trial survey/Jason's Computer/20191128/20191128_9/錄製_2019_11_28_16_11_37_783.mp4,19679,748,1192,758,1203,1,0,0,3,73
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,43000,673,955,680,960,10,0,0,3,74
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,26778,339,1521,350,1534,0,210.7951749,14.74629466,2,75
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,35035,459,1529,472,1539,10,0,0,3,76
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,40024,527,1064,532,1076,10,165.9444407,11.81344585,2,77
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,43932,343,714,355,733,5,57.23233585,3.608704134,5,78
D:/ETP trial survey/Jason's Computer/20191121/20191121_1/錄製_2019_11_21_07_25_55_214.mp4,45630,666,1846,680,1852,10,165.0863139,10.23288219,2,79
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,39160,479,920,485,928,10,0,0,3,80
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,24133,609,897,616,905,10,370.1444834,22.92701334,4,81
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,25674,656,989,664,999,10,278.218531,17.19765893,2,82
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,31723,90,1258,102,1281,10,213.6643773,13.15932384,2,83
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,14365,533,885,543,903,10,278.7018574,17.83877414,2,84
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,33272,60,1792,68,1799,10,0,0,3,85
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,28352,472,1086,488,1104,10,86.88837321,5.533753436,5,86
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,50608,591,1385,595,1392,10,237.7327131,17.64224586,2,87
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,28968,489,1147,497,1163,0,100.9327285,6.427097155,5,88
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,28153,186,520,196,528,0,0,0,3,89
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,35596,5,1968,24,1985,10,179.9155948,11.31548783,2,90
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45519,818,1719,823,1730,10,258.6526071,16.30897496,2,91
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,34588,149,1617,157,1625,10,0,0,3,92
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,31608,460,999,466,1011,10,0,0,3,93
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,59018,129,1171,146,1180,10,0,0,3,94
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,34700,153,1808,180,1837,10,83.51407844,5.256826918,5,95
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,18246,417,1035,434,1048,10,163.8507423,10.50674693,2,96
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,15069,458,659,471,672,10,403.2873483,25.83903935,4,97
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,21680,461,1893,478,1907,10,115.5016958,8.599131785,2,98
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,22103,275,1405,284,1415,0,0,0,3,99
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,31410,844,1053,859,1075,6,378.4281476,24.21109638,4,100
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,29100,639,1558,651,1566,10,24.67831184,1.571623432,1,101
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,25880,444,1707,457,1723,10,0,0,3,102
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,32104,667,1766,680,1786,10,402.0530852,25.32201714,4,103
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,21236,53,821,64,836,10,86.31294246,6.097204817,5,104
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58374,373,1249,388,1260,10,99.12738607,6.063788818,5,105
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,23535,751,1189,764,1225,10,490.4707818,30.53663516,4,106
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44323,560,951,574,964,10,164.3025307,10.35986411,2,107
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,34138,608,1667,616,1688,10,109.8721694,5.933334761,5,108
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,23778,293,1070,310,1078,2,0,0,3,109
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,33494,429,1354,453,1363,10,0,0,3,110
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44898,643,1722,649,1738,10,182.4749926,11.50570303,2,111
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58627,130,905,141,911,10,0,0,3,112
D:/ETP trial survey/Jason's Computer/20191121/20191121_1/錄製_2019_11_21_07_25_55_214.mp4,45630,690,1063,702,1068,10,205.3939447,12.7313524,2,113
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,17102,728,277,739,285,10,13.91896989,0.887064574,1,114
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,39072,473,15,508,50,6,928.2590809,23.79719257,4,115
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45404,862,1914,867,1928,10,195.8261104,12.34753892,2,116
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,29538,225,1481,236,1519,10,0,0,3,117
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,36876,583,3,590,19,0,0,0,3,118
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,33038,114,1934,139,1973,6,423.7816024,22.75714733,4,119
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,36536,718,1459,734,1467,10,276.3417485,14.85848771,2,120
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,15091,753,463,760,472,10,313.4405925,20.07921262,4,121
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,27780,293,50,300,59,10,254.6800316,8.394541139,2,122
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44277,233,568,243,583,5,21.93847196,1.035507951,1,123
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,28528,550,1505,565,1512,0,333.6319371,24.32976333,4,124
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58236,473,1285,492,1299,5,99.94814846,6.125078243,5,125
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,2276,646,320,657,339,10,328.3180061,17.59776606,2,126
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,44344,454,399,461,411,10,19.2158508,1.440937254,1,127
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,21876,429,1774,447,1798,10,105.9127297,7.887749318,2,128
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,36646,723,291,744,300,10,324.4315139,17.43834175,2,129
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,43932,317,943,338,965,6,317.8101808,20.03907225,4,130
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,34728,838,1761,848,1779,10,102.5422782,6.457825268,5,131
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,40504,85,1096,91,1113,0,0,0,3,132
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,22016,400,1709,410,1720,10,0,0,3,133
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,17622,681,789,720,840,10,214.6630586,13.6839886,2,134
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,40840,559,1968,577,1981,10,0,0,3,135
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,44530,609,1477,615,1501,10,537.8680792,33.91451235,4,136
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,43696,575,677,583,686,6,201.88422,15.21890005,2,137
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,14805,613,318,625,329,10,325.9154179,20.82774787,4,138
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,26732,864,922,872,931,10,501.6586176,30.83650018,4,139
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58742,370,1318,380,1325,5,365.3482616,11.379154,2,140
D:/ETP trial survey/Jason's Computer/20191128/20191128_5/錄製_2019_11_28_11_02_40_268.mp4,30724,701,1973,727,1990,10,276.7443454,17.32256937,2,141
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,42828,739,1620,745,1628,10,107.5639575,6.782293477,5,142
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,29676,631,1617,646,1640,10,0,0,3,143
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,47128,42,472,47,480,10,28.2325558,2.103160534,1,144
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,37086,724,208,741,216,10,0,0,3,145
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,36026,319,1781,346,1789,10,120.6763378,9.130492262,2,146
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,33412,640,1589,650,1597,0,158.2103808,8.495238275,2,147
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,29308,723,787,742,820,10,442.3739232,27.16307369,4,148
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,29504,400,1693,410,1697,0,0,0,3,149
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,25503,398,976,413,989,0,0,0,3,150
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,20403,374,875,394,881,0,0,0,3,151
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,35018,400,1941,413,1964,10,0,0,3,152
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,30872,293,1923,304,1931,10,0,0,3,153
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,34226,511,1848,530,1868,10,78.55689193,4.233773759,5,154
D:/ETP trial survey/Jason's Computer/20191128/20191128_6/錄製_2019_11_28_12_05_07_124.mp4,32156,354,1891,362,1909,10,323.8820254,20.43366211,4,155
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,27031,888,1253,898,1270,10,352.3430068,21.70892013,4,156
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58558,25,1358,51,1372,5,226.9556585,13.92516954,2,157
D:/ETP trial survey/Jason's Computer/20191120/20191120_3_100m_30km_Whales/錄製_2019_11_20_10_13_54_900.mp4,45289,670,1552,684,1572,10,87.20759342,5.49875168,5,158
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,24103,474,893,485,908,0,0,0,3,159
D:/ETP trial survey/Jason's Computer/20191129/20191129_1/錄製_2019_11_29_08_23_34_390.mp4,14893,706,465,717,477,10,0,0,3,160
D:/ETP trial survey/Jason's Computer/20191123/20191123_4_BigschoolDolphin/錄製_2019_11_23_16_16_02_506.mp4,32503,528,1251,538,1259,0,0,0,3,161
D:/ETP trial survey/Jason's Computer/20191129/20191129_4/錄製_2019_11_29_13_07_47_434.mp4,58512,694,1644,699,1659,10,240.2649605,7.399861482,2,162
D:/ETP trial survey/Jason's Computer/20191128/20191128_3_Dolphin/錄製_2019_11_28_09_42_38_725.mp4,39112,592,965,598,977,10,295.3794379,18.76044813,4,163
D:/ETP trial survey/Jason's Computer/20191128/20191128_7/錄製_2019_11_28_12_59_28_589.mp4,71773,869,305,876,315,10,499.3501107,25.4608982,4,164
D:/ETP trial survey/Jason's Computer/20191128/20191128_1/錄製_2019_11_28_07_43_03_380.mp4,48158,472,828,490,840,10,0,0,3,165
D:/ETP trial survey/Jason's Computer/20191124/20191124_1_BigSchoolDolphin/錄製_2019_11_24_16_10_26_600.mp4,31322,794,924,813,963,6,197.9434641,10.64320946,2,166
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,23788,766,1407,774,1419,10,373.2806562,23.14301577,4,167
D:/ETP trial survey/Jason's Computer/20191129/20191129_6/錄製_2019_11_29_16_14_59_189.mp4,26134,836,1188,845,1211,10,363.0311873,22.37298014,4,168
